id;tipologia;denominazione;via;civico;latitude;longitude;stelle;categoria;totalePostiLetto;totaleNumeroCamere;numeroSingole;numeroDoppie;numeroTriple;numeroQuadruple;numeroBagni;contattoCellulare;contattoEmail;contattoFacebook;contattoInstagram;contattoTelefono;contattoWebSite;contattoFax;contattoTwitter;accessibileDisabili;accettazioneGruppi;"accettaAnimaliPiccolaTaglia";attivitaSportive;depositoValori;lavanderia;ristorante;tennis;parco;pistaBallo;servizioTelefono;televisione;tennisTavolo;ariaCondizionata;coperturaWifi;piscina;parcheggioCustodito;"venditaAlimentiPropriaProduzione";trasportoClienti;bar;cassettaSicurezza;presaTelefonicaModem;spaccio;campiBocce;campoBeachVolley;campoCalcetto;campoPallavolo;attraccoNatanti;numeroBungalow;numeroDocce;numeroLavadini;numeroPiazzole
2389;"Guest House o Affittacamere";"La Camera a Roma";"Via Firenze";"38";"41.9033525";"12.4928640";;2;5;;3;1;;;;;;;;"0039 06 4880035";;"0039 06 4880368";;;;;;;true;;;;;true;true;;true;;;;;;;;;;;;;;;;;;
53284;"Guest House o Affittacamere";"La Casa dell'Arte";"Via Filippo Turati";"13";"41.8990432";"12.5013386";;2;9;6;;;;;;;"info@lacasadellarte.it";;;"0039 06 4460354";"www.lacasadellarte.it";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317723;"Guest House o Affittacamere";"La Casa delle Tartarughe";"Via La Spezia";"35";"41.88616806338281";"12.513055416002095";;3;10;4;;2;2;;;"0039 339 3685685";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79161;"Guest House o Affittacamere";"La casa di Amy guest house o affittacamere";"Via Principe Amedeo";"85A";"41.8982888";"12.5012137";;3;9;5;;;;;;;"info@lacasadiamy.com";;;"0039 06 4466854/06 4460708";"www.lacasadiamy.com";"0039 06 4466854";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165460;"Guest House o Affittacamere";"La casa di Iulia";"Via Fabio Massimo";"9";"41.9076092";"12.462514";;1;;;1;2;1;;;;"iulia@lecasediroma.net";;;"0039 06 45423467";"http://lecasediroma.net/iulia/";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53285;"Guest House o Affittacamere";"La Casa di Rosy";"Via Napoleone III";"10";"41.8972856";"12.5012260";;2;16;6;;;;;;"0039 373 8525464 - 347 4043840";"info@lacasadirosy.com";;;"0039 06 4464451";"www.lacasadirosy.com";"0039 06 233295655";;;;;;;;;;;;;true;;true;true;;;;true;;;;;;;;;;;;;
181263;"Guest House o Affittacamere";"La Casa Guest House o Affittacamere la casa";"Via Otranto";"36";"41.9102523";"12.4570908";;2;3;2;;;;;;"0039 338 3561553";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135070;"Guest House o Affittacamere";"La casina vaticana";"Via Ottaviano";"73";"41.9082091";"12.4578997";;3;2;;;1;;;;"0039 3475046393 - 349 6105781";"info@lacasinavaticana.com";;;;"www.lacasinavaticana.com";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
169779;"Guest House o Affittacamere";"La Celsa Rome guest house";"Via Montefiorino";"7";"41.9982436";"12.4955241";;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155679;"Guest House o Affittacamere";"La civetta di Trastevere";"Via Natale Del Grande";"51";"41.8874189";"12.4711314";;3;;;1;3;;;;"0039 348 8098623";"info@lacivettaditrastevere.com";;;;"http://lacivettaditrastevere.com/";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117221;"Guest House o Affittacamere";"La Controra Guesthouse";"Via Umbria";"7";"41.9057571";"12.4928176";;2;10;4;;;;;;"0039 06 98937366";"rome@lacontrora.com​​";;;;"http://lacontrorahostel.webstarts.com/contact.html";"0039 06 98937364";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53142;"Guest House o Affittacamere";"La Cupola del Vaticano";"Via Ottaviano";"6";"41.9067048";"12.4578520";;3;12;5;;;;;;;"info@vaticancupola.com";;;"0039 06 39733273";"www.vaticancupola.com";;;;;;;;;;;;;;true;;true;;;;;;;;;;;;;;;;;;
117092;"Guest House o Affittacamere";"La Dependance";"Via Messina";"15";"41.9110344";"12.5029007";;3;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155523;"Guest House o Affittacamere";"La dimora dei sogni al Vaticano";"Via Premuda";"3";"41.9137838";"12.4521233";;2;8;;;;;;;"0039 333 588 2988";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81242;"Guest House o Affittacamere";"La dolce mela";"Via Giovanni Giolitti";"255";"41.8959212";"12.5079527";;3;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308544;"Guest House o Affittacamere";"La Dolce Sosta 2";"Via Capo Palinuro";"27";"41.736509";"12.286370";;3;10;6;2;4;;;;;"info@ostiaholidaysrl.com";"www.facebook.com/ostiaholidaysrl/";;;"www.ostiaholidaysrl.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310917;"Guest House o Affittacamere";"La Dolce Sosta Luxury";"Viale Ammiraglio del Bono";"6";"41.736775";"12.285267";;3;6;4;2;2;;;;"0039 348 6684793";"info@ostiaholidaysrl.com";"www.facebook.com/ostiaholidaysrl/";;"0039 06 45472240";"www.ostiaholidaysrl.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81177;"Guest House o Affittacamere";"La dolce vita Barberini";"Piazza Barberini";"45";"41.9035000";"12.4885186";;3;8;4;;;;;;;"info@dirim.it";;;"0039 06 99702615";"www.dirim.it";"0039 06 99702821";;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
183087;"Guest House o Affittacamere";"La dolce vita guest house o affittacamere";"Viale Carlo Felice";"89";"41.8875288";"12.5117298";;2;12;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313400;"Guest House o Affittacamere";"La Dolce Vita Guest house o affittacamere";"Via Tuscolana";"1021";"41.854610";"12.566655";;2;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155643;"Guest House o Affittacamere";"La Dolce Vita Guesthouse";"Viale Carlo Felice";"89";"41.8875288";"12.5117298";;2;;5;;;;;;"0039 349 498 4737";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295045;"Guest House o Affittacamere";"La dolce vita Roma";"Via Sicilia";"141";"41.909262";"12.493858";;2;8;4;;;;;;;"dolcevitabbroma@gmail.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164514;"Guest House o Affittacamere";"La fenice rooms";"Via Palestro";"3";"41.9080552";"12.5002872";;3;;;3;3;;;;;;;;"0039 06 62286618";"www.lafenicerooms.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117426;"Guest House o Affittacamere";"La Finestra sul Colosseo";"Via Labicana";"72";"41.8894912";"12.5003911";;3;7;3;;;;;;"0039 389 1264301 (Aldo Brizi) - 389 1264301 (Gioia Martinelli)";"info@lafinestrasulcolosseo.com";;;;"www.lafinestrasulcolosseo.com";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
2480;"Guest House o Affittacamere";"La Foresteria";"Via Gabriello Chiabrera";"115";"41.8536634";"12.4792779";;2;;6;;11;;;;;;;;"0039 06 9137332";;;;;;;;;;;;;;true;;;;;;;;;;true;;;;;;;;;;;
320769;"Guest House o Affittacamere";"La Foresteria di Piazza Cavour";"Via Crescenzio";"2";"41.90564354900655";"12.46793879809561";;3;12;6;;6;;;;"335 9315555";"amministrazione@foresteriadipiazzacavour.com";;;"06 84389116";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169781;"Guest House o Affittacamere";"La Grande Bellezza 2 Guest house o affittacamere";"Via Magnagrecia";"39";"41.884361";"12.5094676";;;7;3;;;;;;"0039 389 6466792";"info@lagrandebellezzabb.com";;;;"http://lagrandebellezzabb.it/";;;;;;;;;;;;;;;;;true;;;;;;;;;;;;;;;;;
121814;"Guest House o Affittacamere";"La Grande Bellezza Guest house o affittacamere";"Via Magnagrecia";"39";"41.884361";"12.5094676";;3;7;3;;;;;;"0039 389 6466792";"lagrandebellezzabb@gmail.com";;;"0039 06 89015152";"http://lagrandebellezzabb.it/";;;;;;;;;;;;;;;;;true;;;;;;;;;;;;;;;;;
131454;"Guest House o Affittacamere";"La House Luxury Accomodation Rome";"Via Sicilia";"137";"41.9092295";"12.4938232";;3;7;;1;3;;;;;"info@lahouserome.com";;;"0039 06 42011756";"www.lahouserome.com/it/index.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155561;"Guest House o Affittacamere";"La Leonina";"Via Leonina";"32";"41.8949428";"12.4925494";;2;5;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135953;"Guest House o Affittacamere";"La locanda del borgo affittacamere";"Via Nomentana";"1332";"41.9645946";"12.5966117";;1;10;3;;;;;;;"info@lalocandadelborgo.com";;;"0039 06 41400705";"www.lalocandadelborgo.com";;;;;;;;;;;;;;true;;true;true;;true;;;;;;;;;;;;;;;
158571;"Guest House o Affittacamere";"La Locanda del Passerotto";"Via del Vescovado";"2";"42.24097";"12.226955";;2;;4;;;;;;;;;;"0039 06 565 0542";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79165;"Guest House o Affittacamere";"La locanda dell'angelo";"Viale Castro Pretorio";"25";"41.9030431";"12.5069405";;3;12;6;;;;;;;"info@lalocandadellangelo.it";;;"0039 06 4957123";"www.lalocandadellangelo.it";"0039 06 4957123";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155628;"Guest House o Affittacamere";"La locanda di piazza del popolo Guest house o affittacamere";"Via Gian Domenico Romagnosi";"3";"41.9121226";"12.4738203";;2;10;;;5;;;;;"locandadelpopolo@gmail.com";;;"0039 06 68802420";"www.locandapiazzapopolo.com";;;;;;;;;;;;;;true;;;true;;;;;;;;;;;;;;;;;
79167;"Guest House o Affittacamere";"La luna romana";"Via Flavia";"84";"41.9072839";"12.4973198";;3;10;6;;;;;;;"info@lalunaromana.com";;;"0039 06 42014499";"www.lalunaromana.com";"0039 0642027392";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79168;"Guest House o Affittacamere";"La lupa in trastevere";"Via Ettore Rolli";"30";"41.8742025";"12.4675703";;3;7;4;;;;;;;"info@affittacamerelupa.it";;;"0039 06 42014499";"www.affittacamerelupa.it";"0039 0642027392";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169783;"Guest House o Affittacamere";"La Mad di Saba Magda Guest house o affittacamere";"Via Franco Sacchetti";"114";"41.9481336";"12.5443932";;2;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181325;"Guest House o Affittacamere";"La maison d'art Condotti Guest House o affittacamere";"Via del Corso";"112";"41.9057068";"12.4785619";;2;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298548;"Guest House o Affittacamere";"La Maison d'Art de Charme Guest house o affittacamere";"Via del Corso";"112";"41.905767";"12.478567";;2;8;5;;;;;;;"dsuitesrl@gmail.com";;;"0039 06 45493364";"http://www.lamaisondart.com/";;;;;;;;;;;;;;true;;true;true;;;;true;;;;;;;;;;;;;
175347;"Guest House o Affittacamere";"La Maison d'Art Luxury View Guest House o Affittacamere";"Via del Corso";"112";"41.9057068";"12.4785619";;2;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178095;"Guest House o Affittacamere";"La maison d'Art Ripetta Guest house o affittacamere";"Via di Ripetta";"66";"41.907265";"12.4758592";;3;13;6;;;;;;"0039 333 2312270";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169784;"Guest House o Affittacamere";"La maison d'art Spagna";"Via del Corso";"112";"41.9057068";"12.4785619";;2;8;6;;;;;;"0039 333 231 2270";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299989;"Guest House o Affittacamere";"La Maison d'art Vite guest house o affittacamere";"Via della Vite";"21";"41.903529";"12.480358";;2;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2404;"Guest House o Affittacamere";"La Maison de Marta";"Via Tacito";"41";"41.9057889";"12.4681285";;2;;6;;12;;;;;"martaguesthouse@iol.it";;;"0039 06 3240428";"www.martaguesthouse.com";"0039 06 68217574";;;;;;;;;;;;true;true;;true;;;;;;;true;;;;;;;;;;;
169785;"Guest House o Affittacamere";"La maison del Corso guest house o affittacamere";"Via del Corso";"18";"41.9090106";"12.4771781";;2;10;6;;;;;;"0039 347 112 5702";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131753;"Guest House o Affittacamere";"La Maison di San Basilio";"Via di San Basilio";"55";"41.904872";"12.4897034";;3;9;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165144;"Guest House o Affittacamere";"La Maison di Sant'Anna";"Via di Sant'Anna";"11";"41.8946407";"12.4757252";;2;;6;;;;;;"0039 380 783 9056";"info@lamaisondisantanna.com";"www.facebook.com/lamaisondisantanna/?ref=py_c";;;"www.lamaisondisantanna.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155527;"Guest House o Affittacamere";"La Maison Royale Guest House";"Via Giovanni Vitelleschi";"42";"41.9045934";"12.4620415";;3;10;;;5;;;;;;;;"0039 06 687 3233";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164966;"Guest House o Affittacamere";"La mela di Roma";"Via Sciacca";"26";"41.8843039";"12.5143603";;3;;;1;2;;;;"0039 392 092 6841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79169;"Guest House o Affittacamere";"La mongolfiera rooms in Navona";"Via di Tor Millina";"35";"41.8991982";"12.4714280";;3;12;5;;;;;;;"info@lamongolfieraroma.com";;;"0039 06 68210308 oppure 329 6740649";"www.lamongolfieraroma.com";"0039 06 68218103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169791;"Guest House o Affittacamere";"La Palma Guest House o Affittacamere";"Via Pio Molajoni";"19";"41.9071628";"12.5374021";;2;12;5;;;;;;;;;;"0039 06 439 5641";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53348;"Guest House o Affittacamere";"La Papessa";"Via del Corso";"241";"41.8995263";"12.4821303";;3;8;4;;;;;;"0039 392 11 99 888";"lapapessabb@gmail.com";;;;"www.lapapessabb.it";;;;;;;;;;;;;true;true;;true;true;;;;;;;;;;;;;;;;;
132602;"Guest House o Affittacamere";"La perla del Vaticano";"Piazza della Stazione di San Pietro";"34";"41.8951622";"12.4562862";;3;5;;;1;1;;;;;"https://www.facebook.com/laperladelvaticano";;"0039 06 6381642";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75878;"Guest House o Affittacamere";"La Perla Nera";"Via Arnolfo di Cambio";"9";"41.7905080";"12.4241822";;3;7;3;;;;;;"0039 331 4852977 - 338 1156464";"perlaneraroma@gmail.com";;;"0039 06 52371826";"www.perlaneraroma.it";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53351;"Guest House o Affittacamere";"La piccola maison";"Via dei Cappuccini";"30";"41.9045726";"12.4880363";;3;8;4;;;;;;"0039 347 1482369";"info@lapiccolamaison.com";;;;;"0039 06 42012867";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81222;"Guest House o Affittacamere";"La Porta";"Via Campaldino";"9";"41.9088330";"12.5217645";;2;4;2;;;;;;"0039 333 6158054";;;;;"http://bblaporta.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53352;"Guest House o Affittacamere";"La Porta S.a.s.";"Via Campaldino";"10A";"41.9087492";"12.5218056";;3;10;5;;;;;;"0039 333 6158054";;;;;"http://bblaporta.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165283;"Guest House o Affittacamere";"La quercia di Mamre";"Via Aurelia";"190";"41.900561";"12.4462042";;2;;;1;3;1;;;"0039 328 2439894";"info@laquerciadimamre.com";;;;"www.laquerciadimamre.com";;;;;;;;;;;;;;true;;true;true;;;;true;;;;;;;;;;;;;
155833;"Guest House o Affittacamere";"La Quiete S.R.L.S.";"Circonvallazione Nomentana";"514";"41.9117276";"12.5282823";;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122715;"Guest House o Affittacamere";"La reggia dei Principi";"Via del Viminale";"38";"41.8997879";"12.4949452";;2;12;6;;;;;;;;;;;"www.lareggiadeiprincipi.com/italiano/";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2353;"Guest House o Affittacamere";"La Residenza del Celio";"Via dei Santi Quattro";"35 b";"41.8892338";"12.4955272";;1;;4;;;3;;;;"robertoquatrini@yahoo.it";;;"0039 06 7096377";;"0039 06 7096377";;;;;;;true;;;;;true;true;;true;;;;;;;;;;;;;;;;;;
155689;"Guest House o Affittacamere";"La residenza del Piccolo Lord";"Via Cunfida";"5";"41.9131379";"12.4523431";;2;;3;;;;;;"0039 392 182 1598";;"http://www.facebook.com/laresidenzadelpiccololord/";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117405;"Guest House o Affittacamere";"La Residenza dell'Angelo";"Via Paola";"46";"41.9005875";"12.4658879";;3;12;4;;;;;;"0039 348 2964135";"info@residenzadellangelo.com";;;;"www.residenzadellangelo.com/new/index.php?lang=it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
79171;"Guest House o Affittacamere";"La rosa dei venti";"Via Ostiense";"73";"41.8723055";"12.4802785";;3;7;5;;;;;;"0039 349 6029894";"info@bb-larosadeiventi.it";;;"0039 39 06.5742139";"www.bb-larosadeiventi.it";"0039 06.57103953";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53353;"Guest House o Affittacamere";"La rotella nel sacco";"Via Giovanni Giolitti";"459A";"41.8922392";"12.5142245";;2;6;3;;;;;;;"info@larotellanelsacco.com";;;"0039 06 70399234";"www.larotellanelsacco.com/it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
124901;"Guest House o Affittacamere";"La saliera";"Via Pontina";"401";"41.7899537";"12.4515937";;3;8;;1;2;1;;;;;;;"0039 06 5078 1139";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116954;"Guest House o Affittacamere";"La settima luna Guest House o affittacamere";"Via Umbria";"7";"41.9057571";"12.4928176";;1;14;6;2;2;;;;"0039 380 2125800";"info@lasettimaluna.it";;;"0039 06 486776";"www.lasettimaluna.it/index.php?lang=it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
2483;"Guest House o Affittacamere";"La Soffitta di Santa Prassede";"Via di Santa Prassede";"8";"41.8963544";"12.4989357";;2;6;5;;;;;;;;;;"0039 06 4814850";;"0039 06 4744335";;;;;;;;;;;;true;true;;true;;;;;;;true;;;;;;;;;;;
185179;"Guest House o Affittacamere";"La terrazza di Evelina";"Via Emanuele Filiberto";"66";"41.891937";"12.506109";;2;;4;1;2;1;;;;"laterrazzadievelina@gmail.com";"www.facebook.com/laTerrazzaDiEvelina/";;"0039 329 3610848";"www.laterrazzadievelina.it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
318118;"Guest House o Affittacamere";"La Terrazza di Giulia Inn";"Via Andreotto Saracini";"63";"41.73290910507311";"12.276767966991596";;3;7;4;1;3;;;;;"info@ostiaholidaysrl.com";;;"06 45472240";"www.ostiaholidaysrl.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53355;"Guest House o Affittacamere";"La villa del patrizio";"Via di Castel Fusano";"17/19/21";"41.7557623";"12.3071531";;2;10;6;;;;;;;"infolavilladelpatrizio@gmail.com";;;"0039 06 5650960";;"0039 06 56352752";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322953;"Guest House o Affittacamere";"La Villa Relais in Prati";"Viale Giulio Cesare";"71";"41.91018461915344";"12.462315156014";;2;7;7;3;2;;;;"348 5255537";"avv.marcobonacina@gmail.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186387;"Guest House o Affittacamere";"La Vite Vaticana";"Via Bastioni di Michelangelo";"5";"41.9064023";"12.4563646";;1;11;5;;;;;;"0039 371 398 7079";"lavitevaticana@gmail.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79172;"Guest House o Affittacamere";"Lam Guest House";"Via Vicenza";"20";"41.9029069";"12.5025350";;3;12;6;;;;;;;"info@lamguesthouse.com";;;"0039 06 5741357 oppure 388.1788056";"www.lamguesthouse.com";"0039 06 5741357";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165373;"Guest House o Affittacamere";"Lam Guest House Station";"Via Milazzo";"22";"41.9023369";"12.5046674";;3;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155688;"Guest House o Affittacamere";"Landlord in Trastevere";"Via Emilio Morosini";"10";"41.8859221";"12.468907";;3;8;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169793;"Guest House o Affittacamere";"Lands guest house o affittacamere";"Via del Tritone";"87";"41.9030896";"12.4862603";;1;15;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298568;"Guest House o Affittacamere";"Lanzies Guest House o Affittacamere";"Via Bonaventura Cerretti";"7";"41.899423";"12.433289";;3;7;3;;;;;;;"info@lanzies.com";;;"0039 349 2334977";"www.lanzies.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2482;"Guest House o Affittacamere";Lari;"Via Nazionale";"251";"41.9016533";"12.4946341";;1;5;2;;;;;;;;;;"0039 06 4883589";;"0039 06 48913021";;;;;;;;;;;;true;;;true;;;;;;;true;;;;;;;;;;;
141357;"Guest House o Affittacamere";"Lata Luxury Rooms";"Via del Corso";"504";"41.9085632";"12.4772521";;2;6;;;3;;;;;"info@lataluxuryrome.com";;;"0039 06 42011198";"www.lataluxuryrome.com";;;;;;;;;;;;;;;;true;true;;;;;;;;;;;;;;;;;
170799;"Guest House o Affittacamere";"Laterani DFM Suite";"Via Domenico Fontana";"12";"41.8877738";"12.506603";;3;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239162;"Guest House o Affittacamere";"Laterani Guest house o affittacamere";"Via dei Laterani";"28";"41.8838216";"12.5024016";;3;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164970;"Guest House o Affittacamere";"Laterani Suite";"Piazza di San Giovanni in Laterano";"26";"41.8876585";"12.5059646";;3;11;;1;5;;;;"0039 333 1082982";"info@lateranisuite.it";;;;"www.lateranisuite.it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
165176;"Guest House o Affittacamere";"Laterani Suite 2";"Via Francesco Berni";"9";"41.8881692";"12.5054655";;3;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53358;"Guest House o Affittacamere";"Laterano Inn";"Via La Spezia";"6";"41.8857556";"12.5118848";;3;11;5;;;;;;"0039 339 322 1008";"lateranoinn@gmail.com";;;"0039 06 77205974";"www.lateranoinn.it";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53359;"Guest House o Affittacamere";Lavinia;"Via Urbana";"20";"41.8966705";"12.4944849";;2;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75553;"Guest House o Affittacamere";"Le Bon Ton Guest house o affittacamere";"Via Montebello";"99";"41.9066024";"12.5016066";;2;11;6;;;;;;"0039 331 3577158";"bontonsuite@gmail.com";;;;"www.bontonsuite.eu";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117485;"Guest House o Affittacamere";"Le camere della principessa";"Via di Sant'Erasmo";"23";"41.8842996";"12.4996958";;3;4;;4;;;;;;"info@principessabb.com";;;;"www.principessabb.com";;;;;;;;;;;;;;true;;;true;;;;;;;;;;;;;;;;;
117111;"Guest House o Affittacamere";"Le camere panoramiche";"Via Principe Amedeo";"94";"41.8985903";"12.5010489";;3;5;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53360;"Guest House o Affittacamere";"Le Charme House";"Via Bixio";"32";"41.8942106";"12.5092642";;3;6;3;;;;;;;;;;"0039 06 97274788";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134802;"Guest House o Affittacamere";"Le Charme House 2";"Via Principe Amedeo";"331";"41.8944012";"12.5076607";;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131453;"Guest House o Affittacamere";"Le chiavi di Roma";"Via Crescenzio";"43";"41.9056073";"12.4640623";;3;6;;2;2;;;;"0039 328 0656686 -  393 6601334";"info@lechiavidiroma.it";;;;"www.lechiavidiroma.it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
16119;"Guest House o Affittacamere";"Le Clarisse Relais";"Via Cardinale Merry Del Val";"20";"41.8874105";"12.4721032";;1;10;4;;;;;;;"info@leclarisse.com";;;"0039 06 58334437";;"0039 06 58334437";;;;;;;;;;;;true;true;;true;;;;;;;true;;;;;;;;;;;
75893;"Guest House o Affittacamere";"Le Cupole";"Viale Vaticano";"84";"41.9069961";"12.4534485";;2;6;3;;;;;;;"residenzalecupole@gmail.com";;;"0039 06 39750196";"www.residenzalecupole.it/it/home.php";"0039 06 39750196";;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
117385;"Guest House o Affittacamere";"Le Due Vie di San Pietro";"Via Nicolò III";"4";"41.8977667";"12.4546349";;3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169799;"Guest House o Affittacamere";"Le fate apartments Guest house o affittacamere";"Via Pasquale Revoltella";"78";"41.8738314";"12.4530872";;3;6;3;;;;;;"0039 333 444 5835";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116832;"Guest House o Affittacamere";"Le finestre sul Vaticano";"Via Angelo Emo";"130";"41.9036941";"12.44483";;2;6;;;3;;;;"0039 334 2155370";"booking@finestresulvaticano.com";;;"0039 06 45434778";"www.lefinestresulvaticano.it";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
169801;"Guest House o Affittacamere";"Le fontane di Roma Guest house o affittacamere";"Viale Vaticano";"46";"41.9027";"12.44723";;1;4;2;;;;;;"392 027 7430";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53361;"Guest House o Affittacamere";"Le Giare Roma";"Via Capua";"44/A";"41.8809557";"12.5449047";;2;4;2;;;;;;;;;;"0039 06 2323994";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183088;"Guest House o Affittacamere";"Le griffe vatican luxury suites guest house o affittacamere";"Via dei Gracchi";"169";"41.9083837";"12.4645255";;1;10;5;;;;;;;"legriffeluxurysuites@gmail.com";;;;"www.legriffevaticanluxurysuites.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
